;id;start_date ;deposit;balance;loan;loan_type;requested_amount;granted_amount;action;SM_account_number;SM_friends;SM_tags;SM_likes
2912;2912;2017-07-02;1;330;0;;NA;NA;0;2;138;0;0
2913;2913;2017-12-30;1;2580;0;;NA;NA;0;2;216;2;1
2914;2914;2017-09-02;1;3460;1;karta kredytowa;1000;1000;0;2;19;3;0
2915;2915;2017-11-12;0;NA;1;kredyt ratalny;800;800;0;4;569;1;4
2916;2916;2017-09-22;1;4110;0;;NA;NA;0;3;508;4;3
2917;2917;2017-12-23;1;0;0;;NA;NA;0;3;471;2;2
2918;2918;2017-09-11;1;2090;0;;NA;NA;0;3;536;1;1
2919;2919;2017-01-22;0;NA;1;karta kredytowa;6000;6000;0;3;479;42;3
2920;2920;2017-06-21;1;1270;1;kredyt ratalny;500;500;0;3;494;1;3
2921;2921;2017-03-11;0;NA;1;kredyt ratalny;700;700;0;2;154;2;2
2922;2922;2017-01-01;1;0;1;karta kredytowa;1800;1800;0;4;585;0;0
2923;2923;2017-08-26;1;2410;0;;NA;NA;1;2;163;2;3
2924;2924;2017-03-17;1;3780;0;;NA;NA;0;3;638;2;1
2925;2925;2017-08-18;1;6190;0;;NA;NA;0;3;497;5;2
2926;2926;2017-05-28;0;NA;1;kredyt ratalny;300;300;1;2;32;2;2
2927;2927;2017-12-17;1;6990;0;;NA;NA;0;4;429;6;1
2928;2928;2017-09-29;1;1270;0;;NA;NA;0;2;104;1;0
2929;2929;2017-06-03;1;3930;0;;NA;NA;1;1;47;4;0
2930;2930;2017-06-02;1;8350;0;;1000;NA;0;3;630;8;6
2931;2931;2017-12-20;1;3650;0;;NA;NA;0;1;210;4;5
2932;2932;2017-11-24;1;0;1;karta kredytowa;1300;1300;0;3;482;0;0
2933;2933;2017-06-24;0;NA;1;karta kredytowa;2000;2000;0;1;172;1;5
2934;2934;2017-08-04;1;3320;0;;NA;NA;0;3;470;3;2
2935;2935;2017-11-25;1;3310;0;;400;NA;0;2;63;2;1
2936;2936;2017-09-06;1;0;1;kredyt ratalny;600;600;0;3;506;0;0
2937;2937;2017-04-19;1;1040;0;;NA;NA;0;3;587;1;11
2938;2938;2017-07-23;0;NA;1;karta kredytowa;3100;3100;0;3;514;0;0
2939;2939;2017-02-09;1;5630;0;;NA;NA;0;3;661;3;30
2940;2940;2017-06-05;1;7750;0;;NA;NA;0;2;65;8;12
2941;2941;2017-03-14;1;0;0;;NA;NA;0;3;466;7;1
2942;2942;2017-11-20;1;3780;1;karta kredytowa;1000;1000;0;3;613;2;8
2943;2943;2017-02-25;1;2560;0;;NA;NA;0;1;65;2;2
2944;2944;2017-07-04;1;2900;0;;NA;NA;0;3;541;2;20
2945;2945;2017-03-02;0;NA;1;karta kredytowa;8000;8000;0;3;684;6;3
2946;2946;2017-04-26;1;3890;0;;NA;NA;0;2;14;4;1
2947;2947;2017-05-27;1;50;0;;NA;NA;0;1;170;1;185
2948;2948;2017-06-02;1;220;0;;NA;NA;0;1;132;0;0
2949;2949;2017-11-26;1;3980;0;;NA;NA;0;3;595;3;1
2950;2950;2017-04-03;1;2570;0;;NA;NA;0;4;565;3;10
2951;2951;2017-01-16;0;NA;1;kredyt ratalny;400;400;0;3;662;1;3
2952;2952;2017-03-31;0;NA;1;karta kredytowa;1500;1500;0;2;49;0;0
2953;2953;2017-01-30;1;1380;0;;NA;NA;1;2;244;2;2
2954;2954;2017-06-08;1;5050;0;;NA;NA;0;2;234;3;1
2955;2955;2017-01-18;0;NA;1;karta kredytowa;2000;2000;0;2;105;0;0
2956;2956;2017-10-11;1;510;0;;NA;NA;0;3;602;0;0
2957;2957;2017-10-24;1;820;0;;1600;NA;0;4;480;0;0
2958;2958;2017-03-28;0;NA;1;kredyt ratalny;1400;1260;0;1;197;0;0
2959;2959;2017-08-16;0;NA;1;karta kredytowa;2000;2000;0;3;536;0;0
2960;2960;2017-07-15;1;2410;0;;NA;NA;0;2;48;2;3
2961;2961;2017-12-14;1;6050;0;;NA;NA;0;3;444;7;1
2962;2962;2017-12-08;1;850;0;;NA;NA;0;3;524;2;2
2963;2963;2017-02-10;0;NA;1;karta kredytowa;2700;2700;1;1;105;0;0
2964;2964;2017-01-21;1;5300;0;;NA;NA;0;4;516;3;11
2965;2965;2017-03-24;1;0;1;limit w koncie;2400;2400;0;3;513;1;2
2966;2966;2017-06-14;0;NA;1;kredyt ratalny;500;500;0;3;461;1;3
2967;2967;2017-08-03;1;0;1;limit w koncie;1400;1400;0;4;476;0;0
2968;2968;2017-05-23;1;4210;0;;NA;NA;0;3;504;4;5
2969;2969;2017-06-27;1;1830;1;karta kredytowa;2600;2600;0;3;474;1;7
2970;2970;2017-09-04;1;1850;1;kredyt ratalny;1600;1440;0;2;160;2;2
2971;2971;2017-06-01;1;290;0;;4400;NA;0;3;563;0;0
2972;2972;2017-10-05;0;NA;1;kredyt ratalny;400;400;0;4;560;2;4
2973;2973;2017-12-27;1;0;0;;NA;NA;0;1;227;4;1
2974;2974;2017-06-03;0;NA;1;kredyt ratalny;900;900;0;1;86;1;5
2975;2975;2017-08-02;0;NA;1;karta kredytowa;1300;1300;0;3;470;0;0
2976;2976;2017-09-16;1;0;0;;NA;NA;1;2;206;29;1
2977;2977;2017-08-24;1;3290;1;kredyt ratalny;600;600;1;1;56;3;2
2978;2978;2017-01-08;1;0;1;kredyt ratalny;800;800;0;4;447;0;0
2979;2979;2017-11-16;1;2880;1;kredyt ratalny;400;400;0;3;635;2;15
2980;2980;2017-08-13;1;6290;0;;NA;NA;0;2;117;5;1
2981;2981;2017-09-10;1;6310;0;;NA;NA;0;3;496;6;2
2982;2982;2017-01-25;1;0;0;;NA;NA;0;3;588;0;0
2983;2983;2017-01-15;1;610;0;;NA;NA;0;3;469;2;1
2984;2984;2017-01-12;1;4400;0;;NA;NA;1;2;168;4;3
2985;2985;2017-03-28;0;NA;1;karta kredytowa;4000;4000;0;4;512;1;1
2986;2986;2017-10-20;1;890;0;;NA;NA;0;3;370;1;22
2987;2987;2017-07-12;1;2500;0;;NA;NA;0;2;258;2;16
2988;2988;2017-02-18;1;0;0;;1900;NA;0;3;485;0;0
2989;2989;2017-10-05;0;NA;1;kredyt ratalny;300;300;0;2;146;1;11
2990;2990;2017-01-11;1;2790;0;;400;NA;0;2;61;3;4
2991;2991;2017-11-17;1;0;0;;NA;NA;0;4;433;0;0
2992;2992;2017-07-25;1;2760;1;limit w koncie;1600;1600;1;2;39;2;6
2993;2993;2017-06-07;1;3800;0;;NA;NA;0;3;438;4;3
2994;2994;2017-10-06;1;6750;0;;NA;NA;1;1;33;6;3
2995;2995;2017-11-29;0;NA;1;kredyt ratalny;1600;1440;0;3;462;0;0
2996;2996;2017-02-19;1;3680;1;limit w koncie;2100;2100;0;3;567;2;1
2997;2997;2017-02-23;1;0;0;;NA;NA;0;4;477;0;0
2998;2998;2017-10-14;0;NA;1;kredyt ratalny;300;300;0;2;102;2;3
2999;2999;2017-01-03;0;NA;1;kredyt ratalny;600;600;1;2;101;2;1
3000;3000;2017-08-05;1;710;1;limit w koncie;1400;1400;0;3;465;5;3
3001;3001;2017-12-16;1;0;1;kredyt ratalny;900;900;0;2;340;0;0
3002;3002;2017-06-27;0;NA;1;karta kredytowa;4600;4600;0;4;678;2;4
3003;3003;2017-05-16;1;3720;0;;NA;NA;0;2;52;4;7
3004;3004;2017-01-27;1;2060;0;;NA;NA;0;3;658;0;0
3005;3005;2017-10-19;1;7080;1;limit w koncie;2700;2700;0;3;514;7;1
3006;3006;2017-08-08;1;0;0;;NA;NA;0;3;480;3;21
3007;3007;2017-04-02;1;3620;1;limit w koncie;2200;2200;0;1;63;2;6
3008;3008;2017-09-23;1;0;1;limit w koncie;1200;1200;1;1;123;5;2
3009;3009;2017-04-23;1;4040;0;;NA;NA;1;2;41;2;0
3010;3010;2017-11-26;1;5220;0;;NA;NA;0;4;559;4;1
3011;3011;2017-11-03;0;NA;1;karta kredytowa;2000;2000;0;3;540;0;0
3012;3012;2017-06-03;1;2990;0;;NA;NA;0;1;62;2;7
3013;3013;2017-10-03;1;0;0;;NA;NA;0;3;490;0;0
3014;3014;2017-09-19;1;0;0;;NA;NA;0;2;18;0;0
3015;3015;2017-07-19;1;3970;0;;1100;NA;1;2;50;4;5
3016;3016;2017-09-23;1;0;1;limit w koncie;3200;3200;0;2;196;1;0
3017;3017;2017-08-19;1;6040;1;limit w koncie;4800;4800;1;1;118;5;3
3018;3018;2017-11-07;1;0;1;kredyt ratalny;700;700;0;3;459;0;0
3019;3019;2017-08-21;1;580;0;;NA;NA;0;3;689;1;2
3020;3020;2017-07-24;1;1580;1;karta kredytowa;1000;1000;0;2;120;1;2
3021;3021;2017-02-15;1;4530;0;;NA;NA;0;3;484;5;2
3022;3022;2017-02-05;1;1620;1;limit w koncie;2000;1800;0;2;112;1;10
3023;3023;2017-02-18;0;NA;1;karta kredytowa;1600;1600;0;1;18;1;2
3024;3024;2017-05-15;1;820;0;;NA;NA;0;3;639;0;0
3025;3025;2017-11-27;1;1260;0;;NA;NA;0;3;550;1;6
3026;3026;2017-12-06;1;0;0;;NA;NA;0;2;23;0;0
3027;3027;2017-04-09;1;4470;0;;NA;NA;1;2;230;5;5
3028;3028;2017-12-01;1;3750;1;limit w koncie;1000;1000;0;3;533;3;7
3029;3029;2017-09-07;1;1890;0;;NA;NA;0;4;474;2;2
3030;3030;2017-04-08;0;NA;1;karta kredytowa;3700;3700;0;4;710;0;0
3031;3031;2017-06-17;1;3720;0;;NA;NA;0;1;49;4;4
3032;3032;2017-10-28;1;4200;1;kredyt ratalny;900;900;0;2;129;2;19
3033;3033;2017-01-01;1;0;0;;NA;NA;0;3;465;5;15
3034;3034;2017-04-08;1;0;0;;NA;NA;0;3;592;0;0
3035;3035;2017-09-29;0;NA;1;karta kredytowa;2600;2600;0;1;22;1;9
3036;3036;2017-07-13;0;NA;1;karta kredytowa;2200;2200;0;1;42;1;8
3037;3037;2017-09-26;0;NA;1;kredyt ratalny;4900;4410;0;2;165;0;0
3038;3038;2017-06-29;1;1280;0;;500;NA;0;1;285;1;140
3039;3039;2017-09-22;0;NA;1;karta kredytowa;1600;1600;0;3;480;0;0
3040;3040;2017-10-30;1;130;1;kredyt ratalny;2300;2070;0;2;226;0;0
3041;3041;2017-09-20;1;5470;0;;NA;NA;0;1;54;5;14
3042;3042;2017-04-05;1;2730;0;;NA;NA;0;3;564;1;9
3043;3043;2017-11-23;1;0;1;limit w koncie;1100;1100;1;2;13;0;0
3044;3044;2017-05-11;1;8730;1;karta kredytowa;2700;2700;1;1;90;8;13
3045;3045;2017-11-04;0;NA;1;kredyt ratalny;400;400;0;3;390;1;4
3046;3046;2017-10-20;1;2840;0;;NA;NA;0;3;575;3;1
3047;3047;2017-11-28;1;0;0;;NA;NA;1;2;59;0;0
3048;3048;2017-12-10;0;NA;1;kredyt ratalny;900;900;0;1;87;1;3
3049;3049;2017-02-24;1;3190;0;;NA;NA;0;2;118;5;1
3050;3050;2017-01-30;1;0;0;;NA;NA;0;2;139;0;0
3051;3051;2017-10-15;1;0;1;limit w koncie;1300;1300;0;4;466;0;0
3052;3052;2017-10-31;1;3520;0;;NA;NA;0;3;507;2;2
3053;3053;2017-06-14;1;7270;0;;NA;NA;0;3;572;9;2
3054;3054;2017-04-04;1;0;0;;NA;NA;0;3;558;3;6
3055;3055;2017-03-06;1;5150;0;;NA;NA;0;3;538;5;2
3056;3056;2017-10-31;1;6600;0;;NA;NA;0;2;189;5;2
3057;3057;2017-09-06;1;1350;0;;NA;NA;0;1;138;12;2
3058;3058;2017-01-28;1;5630;0;;NA;NA;0;4;570;5;3
3059;3059;2017-11-28;1;3220;0;;NA;NA;0;1;112;3;4
3060;3060;2017-05-11;1;660;0;;NA;NA;0;2;163;5;0
3061;3061;2017-03-01;1;5790;1;limit w koncie;1100;1100;0;3;574;6;2
3062;3062;2017-03-12;0;NA;1;karta kredytowa;1700;1700;0;3;613;1;8
3063;3063;2017-02-23;1;3170;1;kredyt ratalny;500;500;0;4;569;2;2
3064;3064;2017-04-30;1;1610;0;;NA;NA;0;3;499;2;5
3065;3065;2017-01-02;0;NA;1;karta kredytowa;2600;2600;0;2;144;1;9
3066;3066;2017-05-12;1;6120;0;;NA;NA;1;2;120;5;1
3067;3067;2017-10-09;1;2490;1;limit w koncie;2100;2100;0;4;659;2;1
3068;3068;2017-12-08;1;4100;0;;NA;NA;0;1;98;5;58
3069;3069;2017-07-08;1;1180;0;;NA;NA;0;3;644;1;5
3070;3070;2017-10-04;0;NA;1;karta kredytowa;1100;1100;0;3;705;4;4
3071;3071;2017-03-29;0;NA;1;kredyt ratalny;500;500;0;3;520;1;3
3072;3072;2017-01-14;0;NA;1;kredyt ratalny;500;500;0;3;519;2;13
3073;3073;2017-06-21;1;3350;0;;2600;NA;0;2;133;2;2
3074;3074;2017-02-23;0;NA;1;kredyt ratalny;1900;1710;1;1;27;9;2
3075;3075;2017-06-02;1;4210;0;;NA;NA;0;3;578;2;2
3076;3076;2017-07-14;1;0;0;;1200;NA;0;1;78;0;0
3077;3077;2017-09-13;1;4720;0;;NA;NA;1;1;193;4;4
3078;3078;2017-02-06;1;2930;0;;NA;NA;0;3;443;3;2
3079;3079;2017-08-17;0;NA;1;kredyt ratalny;400;400;0;2;24;1;8
3080;3080;2017-08-25;1;6930;0;;NA;NA;0;3;521;6;2
3081;3081;2017-04-06;1;0;1;karta kredytowa;1200;1200;0;2;15;0;0
3082;3082;2017-11-05;0;NA;1;karta kredytowa;2600;2600;0;1;141;0;0
3083;3083;2017-06-10;1;0;0;;NA;NA;0;3;445;0;0
3084;3084;2017-01-11;1;3880;0;;NA;NA;0;4;526;5;7
3085;3085;2017-02-17;1;13020;1;karta kredytowa;2900;2900;0;3;596;12;2
3086;3086;2017-04-09;1;4620;1;karta kredytowa;2200;2200;0;1;11;5;2
3087;3087;2017-04-03;1;5220;0;;NA;NA;0;2;252;6;0
3088;3088;2017-05-30;1;5130;0;;NA;NA;0;1;288;5;11
3089;3089;2017-06-10;0;NA;1;karta kredytowa;1300;1300;0;1;109;2;2
3090;3090;2017-08-14;1;3520;0;;NA;NA;0;3;538;4;2
3091;3091;2017-10-13;1;110;0;;NA;NA;0;2;84;0;0
3092;3092;2017-10-17;0;NA;1;karta kredytowa;1400;1400;1;2;57;2;187
3093;3093;2017-02-04;1;1260;0;;1300;NA;0;4;509;1;6
3094;3094;2017-10-27;1;3440;0;;NA;NA;0;3;609;1;3
3095;3095;2017-07-16;1;6380;1;kredyt ratalny;1300;1040;1;1;89;6;4
3096;3096;2017-06-23;1;2620;0;;NA;NA;0;3;589;3;6
3097;3097;2017-09-02;0;NA;1;karta kredytowa;2100;2100;0;2;66;1;5
3098;3098;2017-01-14;1;2200;0;;NA;NA;0;4;483;0;0
3099;3099;2017-07-07;1;4440;0;;NA;NA;0;1;344;4;0
3100;3100;2017-07-29;1;5610;0;;NA;NA;0;3;580;5;1
3101;3101;2017-10-11;1;520;0;;NA;NA;0;2;22;2;3
3102;3102;2017-02-02;1;1280;0;;NA;NA;1;2;68;3;17
3103;3103;2017-12-16;1;7880;0;;NA;NA;0;3;623;7;4
3104;3104;2017-03-15;1;270;0;;NA;NA;0;3;452;1;6
3105;3105;2017-12-25;0;NA;1;karta kredytowa;1000;1000;0;3;584;1;4
3106;3106;2017-03-16;1;2500;0;;4500;NA;0;3;494;2;6
3107;3107;2017-01-19;1;0;0;;NA;NA;0;3;557;0;0
3108;3108;2017-07-23;1;2370;1;limit w koncie;1000;1000;0;3;517;3;4
3109;3109;2017-06-06;1;0;0;;NA;NA;0;2;93;0;0
3110;3110;2017-10-05;1;2870;0;;NA;NA;0;3;475;4;3
3111;3111;2017-10-16;1;2740;0;;NA;NA;0;3;464;1;0
3112;3112;2017-10-11;1;3630;1;limit w koncie;3000;3000;1;2;157;3;5
3113;3113;2017-09-14;1;0;0;;NA;NA;0;2;9;0;0
3114;3114;2017-07-13;1;110;0;;3200;NA;0;3;580;0;0
3115;3115;2017-05-12;1;4820;0;;NA;NA;0;2;96;6;3
3116;3116;2017-11-22;1;4460;0;;NA;NA;1;2;124;6;1
3117;3117;2017-03-16;0;NA;1;kredyt ratalny;500;500;0;3;521;1;33
3118;3118;2017-07-09;1;0;0;;NA;NA;1;2;89;2;2
3119;3119;2017-04-09;1;600;0;;1800;NA;0;3;492;194;16
3120;3120;2017-06-29;1;9270;0;;NA;NA;0;3;616;8;0
3121;3121;2017-01-03;0;NA;1;kredyt ratalny;600;600;0;3;572;6;4
3122;3122;2017-11-04;0;NA;1;karta kredytowa;6300;6300;0;1;240;1;0
3123;3123;2017-08-22;1;0;1;kredyt ratalny;400;400;0;4;464;0;0
3124;3124;2017-11-05;1;0;1;karta kredytowa;7900;7900;0;3;600;1;38
3125;3125;2017-01-29;1;0;0;;NA;NA;0;1;161;0;0
3126;3126;2017-05-16;0;NA;1;kredyt ratalny;600;600;0;1;66;1;2
3127;3127;2017-11-30;1;400;0;;NA;NA;0;2;178;0;0
3128;3128;2017-01-31;1;150;0;;NA;NA;0;2;52;1;0
3129;3129;2017-12-10;1;70;1;kredyt ratalny;500;500;0;2;196;0;0
3130;3130;2017-08-21;1;1940;0;;NA;NA;0;3;584;21;3
3131;3131;2017-04-22;1;0;0;;NA;NA;0;3;644;0;0
3132;3132;2017-09-09;1;0;0;;NA;NA;0;4;492;0;0
3133;3133;2017-12-08;1;0;0;;NA;NA;0;4;449;3;13
3134;3134;2017-10-19;1;0;0;;NA;NA;0;2;85;0;0
3135;3135;2017-01-22;1;1870;0;;NA;NA;0;3;434;8;6
3136;3136;2017-02-07;1;5830;1;limit w koncie;1700;1700;0;2;196;5;1
3137;3137;2017-02-15;0;NA;1;karta kredytowa;1800;1800;0;1;11;0;0
3138;3138;2017-11-24;1;1670;0;;NA;NA;0;3;606;14;2
3139;3139;2017-07-27;1;3930;0;;NA;NA;0;2;76;3;5
3140;3140;2017-09-01;1;1980;0;;NA;NA;0;3;654;2;1
3141;3141;2017-11-24;1;0;0;;NA;NA;0;2;81;1;1
3142;3142;2017-04-02;0;NA;1;karta kredytowa;2700;2700;0;2;12;2;2
3143;3143;2017-04-05;0;NA;1;karta kredytowa;1000;1000;0;3;414;0;0
3144;3144;2017-02-25;1;6760;0;;NA;NA;0;2;81;6;1
3145;3145;2017-03-13;1;0;1;kredyt ratalny;500;500;0;2;82;1;4
3146;3146;2017-03-01;1;3060;0;;NA;NA;0;3;518;3;293
3147;3147;2017-06-20;1;340;1;kredyt ratalny;600;600;0;1;199;0;0
3148;3148;2017-05-26;0;NA;1;kredyt ratalny;500;500;0;2;277;1;9
3149;3149;2017-11-26;1;4310;0;;5100;NA;0;4;616;4;1
3150;3150;2017-12-12;1;0;1;limit w koncie;1300;1300;0;3;603;5;3
3151;3151;2017-05-19;1;0;0;;NA;NA;1;1;87;0;0
3152;3152;2017-07-22;1;0;0;;NA;NA;0;2;52;1;2
3153;3153;2017-11-06;1;5820;0;;NA;NA;0;3;554;6;6
3154;3154;2017-03-09;1;0;0;;1700;NA;0;3;522;2;2
3155;3155;2017-01-27;0;NA;1;kredyt ratalny;900;900;1;2;361;2;6
3156;3156;2017-02-25;1;1680;0;;NA;NA;0;2;320;6;1
3157;3157;2017-09-11;1;5020;0;;NA;NA;0;2;215;4;1
3158;3158;2017-12-06;1;1930;0;;NA;NA;0;1;155;2;2
3159;3159;2017-02-28;0;NA;1;karta kredytowa;1700;1700;1;1;163;1;1
3160;3160;2017-03-06;1;450;0;;NA;NA;0;4;482;0;0
3161;3161;2017-03-01;1;4110;0;;NA;NA;0;2;145;4;0
3162;3162;2017-02-27;1;1850;1;karta kredytowa;1000;1000;0;3;507;2;7
3163;3163;2017-09-14;0;NA;1;karta kredytowa;1300;1300;0;2;107;2;4
3164;3164;2017-12-27;1;60;1;karta kredytowa;3800;3800;0;1;84;0;0
3165;3165;2017-08-17;1;1190;0;;NA;NA;0;3;571;1;2
3166;3166;2017-02-19;0;NA;1;karta kredytowa;2000;2000;0;1;163;0;0
3167;3167;2017-09-21;1;1890;0;;NA;NA;0;3;588;4;3
3168;3168;2017-01-26;1;0;0;;NA;NA;0;1;214;0;0
3169;3169;2017-02-05;1;5470;0;;NA;NA;0;3;712;4;2
3170;3170;2017-03-27;0;NA;1;karta kredytowa;1900;1900;1;2;52;0;0
3171;3171;2017-06-17;1;2230;0;;NA;NA;0;1;180;2;7
3172;3172;2017-09-26;1;420;0;;NA;NA;0;3;410;0;0
3173;3173;2017-11-02;1;0;1;kredyt ratalny;1600;1280;0;1;165;0;0
3174;3174;2017-01-01;0;NA;1;karta kredytowa;3000;3000;1;3;635;0;0
3175;3175;2017-07-30;1;5730;1;karta kredytowa;4400;4400;0;3;570;5;1
3176;3176;2017-08-23;1;4810;1;karta kredytowa;2700;2700;0;3;368;4;5
3177;3177;2017-01-02;1;2320;0;;NA;NA;1;1;68;0;0
3178;3178;2017-01-19;1;1280;1;kredyt ratalny;2100;1890;0;3;758;1;8
3179;3179;2017-12-04;0;NA;1;kredyt ratalny;400;400;0;3;448;1;0
3180;3180;2017-04-28;1;250;0;;NA;NA;1;2;216;1;1
3181;3181;2017-11-03;0;NA;1;kredyt ratalny;800;800;0;3;549;0;0
3182;3182;2017-08-16;1;5400;0;;NA;NA;0;4;498;5;4
3183;3183;2017-01-08;1;0;0;;NA;NA;1;2;174;2;3
3184;3184;2017-04-13;0;NA;1;kredyt ratalny;1500;1350;0;2;132;1;6
3185;3185;2017-01-18;0;NA;1;karta kredytowa;3000;2700;0;2;184;0;0
3186;3186;2017-08-02;1;2050;0;;NA;NA;1;2;114;1;2
3187;3187;2017-08-12;1;860;0;;NA;NA;0;3;388;1;7
3188;3188;2017-05-19;0;NA;1;kredyt ratalny;700;700;0;2;184;0;0
3189;3189;2017-09-10;1;340;0;;NA;NA;0;3;621;0;0
3190;3190;2017-04-26;1;0;1;kredyt ratalny;4600;3680;0;1;47;0;0
3191;3191;2017-07-15;1;5470;1;karta kredytowa;1600;1600;0;4;452;5;13
3192;3192;2017-04-08;0;NA;1;kredyt ratalny;400;400;0;4;612;0;0
3193;3193;2017-04-20;1;8020;1;kredyt ratalny;2200;1980;0;2;126;9;3
3194;3194;2017-05-23;1;3040;0;;NA;NA;0;1;81;3;11
3195;3195;2017-05-04;1;6370;0;;NA;NA;0;3;462;7;3
3196;3196;2017-11-22;1;5280;0;;NA;NA;0;4;522;5;1
3197;3197;2017-05-31;1;4600;0;;NA;NA;0;4;436;4;2
3198;3198;2017-07-14;0;NA;1;kredyt ratalny;500;500;1;1;59;0;0
3199;3199;2017-03-01;1;0;0;;NA;NA;0;3;546;5;3
3200;3200;2017-11-03;1;2490;0;;NA;NA;0;2;184;1;0
3201;3201;2017-03-25;0;NA;1;kredyt ratalny;800;800;0;3;520;2;0
3202;3202;2017-04-04;1;3890;0;;1400;NA;0;3;508;3;1
3203;3203;2017-01-15;1;3580;0;;500;NA;1;2;152;3;3
3204;3204;2017-12-02;1;1140;0;;NA;NA;0;4;649;1;24
3205;3205;2017-10-19;1;2330;0;;NA;NA;0;2;59;1;2
3206;3206;2017-01-03;1;0;0;;NA;NA;1;2;31;0;0
3207;3207;2017-12-24;1;2730;0;;NA;NA;0;1;168;2;7
3208;3208;2017-12-21;1;0;0;;NA;NA;0;1;66;0;0
3209;3209;2017-08-30;1;0;0;;NA;NA;0;3;578;0;0
3210;3210;2017-11-16;1;120;1;limit w koncie;5200;5200;0;2;108;1;1
3211;3211;2017-03-17;1;8260;0;;NA;NA;0;3;477;8;6
3212;3212;2017-07-28;1;0;1;limit w koncie;1600;1600;0;3;359;0;0
3213;3213;2017-09-16;0;NA;1;karta kredytowa;1200;1200;0;2;153;1;0
3214;3214;2017-10-16;1;6780;0;;NA;NA;0;4;507;6;10
3215;3215;2017-08-14;1;4660;0;;NA;NA;0;4;478;3;4
3216;3216;2017-07-09;1;0;0;;NA;NA;0;2;66;1;1
3217;3217;2017-03-21;1;0;0;;NA;NA;0;3;537;0;0
3218;3218;2017-04-24;1;3930;0;;NA;NA;0;3;586;4;1
3219;3219;2017-10-17;0;NA;1;karta kredytowa;2400;2400;0;2;250;1;4
3220;3220;2017-07-26;1;5860;1;limit w koncie;1000;1000;0;4;490;6;1
3221;3221;2017-04-26;1;4650;0;;NA;NA;0;2;10;4;1
3222;3222;2017-09-17;0;NA;1;kredyt ratalny;400;400;0;3;658;0;0
3223;3223;2017-06-15;1;0;0;;NA;NA;0;2;123;0;0
3224;3224;2017-07-05;1;7700;0;;NA;NA;0;3;614;7;7
3225;3225;2017-11-03;1;660;0;;NA;NA;1;2;177;3;16
3226;3226;2017-09-10;0;NA;1;karta kredytowa;1000;1000;0;2;165;1;2
3227;3227;2017-09-18;1;610;0;;NA;NA;1;1;188;1;1
3228;3228;2017-12-06;1;1460;0;;NA;NA;0;1;58;1;5
3229;3229;2017-07-18;0;NA;1;karta kredytowa;4100;4100;0;1;182;94;1
3230;3230;2017-04-05;1;490;0;;NA;NA;0;3;462;0;0
3231;3231;2017-09-20;1;0;0;;NA;NA;0;2;108;1;21
3232;3232;2017-04-01;1;430;0;;1300;NA;0;4;492;0;0
3233;3233;2017-10-30;1;1680;0;;NA;NA;0;3;404;1;2
3234;3234;2017-05-26;1;0;1;limit w koncie;3500;3500;0;2;7;0;0
3235;3235;2017-10-09;0;NA;1;karta kredytowa;3800;3800;0;2;177;50;2
3236;3236;2017-01-23;1;5880;0;;NA;NA;0;3;479;6;1
3237;3237;2017-01-12;0;NA;1;karta kredytowa;1900;1900;1;1;13;1;18
3238;3238;2017-05-03;1;2610;0;;NA;NA;0;1;142;2;8
3239;3239;2017-01-13;0;NA;1;karta kredytowa;1900;1900;0;4;413;26;1
3240;3240;2017-05-01;1;0;0;;NA;NA;0;3;493;0;0
3241;3241;2017-03-04;1;5400;1;kredyt ratalny;2200;1980;0;1;316;5;1
3242;3242;2017-06-19;1;5610;0;;NA;NA;0;3;464;5;5
3243;3243;2017-03-21;1;6020;1;karta kredytowa;1000;1000;0;3;573;5;4
3244;3244;2017-02-15;1;350;0;;NA;NA;0;3;689;0;0
3245;3245;2017-06-06;1;0;0;;NA;NA;0;3;485;0;0
3246;3246;2017-01-23;1;2730;0;;NA;NA;0;3;473;3;7
3247;3247;2017-08-11;1;0;0;;NA;NA;0;1;26;0;0
3248;3248;2017-10-11;1;4070;0;;NA;NA;1;2;204;6;4
3249;3249;2017-05-16;0;NA;1;karta kredytowa;2100;2100;1;2;185;18;7
3250;3250;2017-12-31;1;0;1;kredyt ratalny;300;300;0;3;545;0;0
3251;3251;2017-02-26;1;2230;1;karta kredytowa;1200;1200;0;2;34;0;0
3252;3252;2017-11-17;1;4990;0;;700;NA;0;3;732;5;7
3253;3253;2017-04-24;1;2810;0;;NA;NA;0;2;45;1;1
3254;3254;2017-10-25;1;5520;0;;NA;NA;0;1;178;5;2
3255;3255;2017-12-15;1;4290;0;;NA;NA;0;4;544;6;6
3256;3256;2017-01-02;1;2500;0;;NA;NA;0;3;595;3;2
3257;3257;2017-08-30;0;NA;1;karta kredytowa;1000;1000;0;2;214;15;1
3258;3258;2017-11-07;1;350;0;;NA;NA;0;3;571;0;0
3259;3259;2017-05-13;1;1990;0;;NA;NA;0;2;249;2;4
3260;3260;2017-07-31;1;5790;0;;NA;NA;1;2;226;4;4
3261;3261;2017-09-27;1;3770;0;;NA;NA;0;3;544;4;1
3262;3262;2017-05-09;0;NA;1;kredyt ratalny;2600;2340;0;4;406;0;0
3263;3263;2017-12-18;0;NA;1;kredyt ratalny;600;600;0;2;50;1;2
3264;3264;2017-08-13;1;6940;0;;NA;NA;0;1;42;6;18
3265;3265;2017-08-30;1;2860;0;;NA;NA;0;3;465;3;1
